vector_id,book_number,chapter_number,book_title,chapter_title,cluster_id,cluster_label,pub_year,cited_year,snippet
11261,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,18,"Marx, Heidegger, and Historical Ontology",2013,2006,"rical dividing line between individualistic and social theories.  Adapted from (Stahl, 2006, p. 289, Fig. 14-1).  Philosophy after Hegel can be viewed as formin"
11261,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,18,"Marx, Heidegger, and Historical Ontology",2013,2006,"orical dividing line between individualistic and social theories.  Adapted from (Stahl, 2006, p. 289, Fig. 14-1).  Philosophy after Hegel can be viewed as formi"
11264,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,0,Heidegger's Philosophy of Understanding and Being,2013,2010,"he main forms of post-Kantian,  post-Hegelian philosophy and scientific theory (Stahl, 2010b). Kant represents  the culmination of the philosophy of mind, in wh"
11264,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,0,Heidegger's Philosophy of Understanding and Being,2013,2010,"the main forms of post-Kantian,  post-Hegelian philosophy and scientific theory (Stahl, 2010b). Kant represents  the culmination of the philosophy of mind, in w"
11269,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,0,Heidegger's Philosophy of Understanding and Being,2013,1970,"loped in detail from  Heidegger’s analysis of interpretation (hermeneutics) in (Stahl, 1970b). Freud, Marx  and Darwin applied Hegel’s historical approach to ph"
11269,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,0,Heidegger's Philosophy of Understanding and Being,2013,1970,"eloped in detail from  Heidegger’s analysis of interpretation (hermeneutics) in (Stahl, 1970b). Freud, Marx  and Darwin applied Hegel’s historical approach to p"
11272,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"has previously been argued for in (Rogoff,  1995), (Dillenbourg et al., 1996), (Stahl, 2006) and elsewhere. We start with  these three levels, which seem partic"
11272,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"has previously been argued for in (Rogoff,  1995), (Dillenbourg et al., 1996), (Stahl, 2006) and elsewhere. We start with  these three levels, which seem parti"
11273,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,11,Group Cognition in Collaborative Learning,2013,2010,"the individual, small group and community  levels of description. Adapted from (Stahl, 2010a, p. 27, Table 2.1 ).  Level of  description  Individual  Small grou"
11273,5,3,Translating Euclid: Designing a Human-Centered Mat,Chapter 3.  Philosophy: The Obfuscation of Geometry,11,Group Cognition in Collaborative Learning,2013,2010,"the individual, small group and community  levels of description. Adapted from (Stahl, 2010a, p. 27, Table 2.1 ).  Level of  description  Individual  Small gro"
11466,5,6,Translating Euclid: Designing a Human-Centered Mat,Chapter 6.  Collaboration: Group Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2009,"system—including the history of its development—has already been described  in (Stahl, 2009). The VMT system includes a Lobby for users to create chat  rooms, t"
11466,5,6,Translating Euclid: Designing a Human-Centered Mat,Chapter 6.  Collaboration: Group Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2009,"system—including the history of its development—has already been described  in (Stahl, 2009). The VMT system includes a Lobby for users to create chat  rooms,"
11566,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,11,Group Cognition in Collaborative Learning,2013,2008,"mediated by language (including  various forms of bodily gesture) (Sfard, 2008; Stahl, 2008b). Frequently, the  early experiences leading to new math skills are"
11566,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,11,Group Cognition in Collaborative Learning,2013,2008,"mediated by language (including  various forms of bodily gesture) (Sfard, 2008; Stahl, 2008b). Frequently, the  early experiences leading to new math skills ar"
11594,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"have been able to solve on  their own, illustrating effective group cognition (Stahl, 2006).  The analysis of Groups A and B illustrates the approach of collab"
11594,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"y have been able to solve on  their own, illustrating effective group cognition (Stahl, 2006).  The analysis of Groups A and B illustrates the approach of colla"
11595,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,2,Group Cognition in Dynamic Geometry Learning,2013,2006,"their own, illustrating effective group cognition (Stahl, 2006).  The analysis of Groups A and B illustrates the approach of collab"
11595,5,7,Translating Euclid: Designing a Human-Centered Mat,Chapter 7.  Research: Analyzing Geometry,2,Group Cognition in Dynamic Geometry Learning,2013,2006,"their own, illustrating effective group cognition (Stahl, 2006).  The analysis of Groups A and B illustrates the approach of colla"
11726,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2009,"scourse  The studies of digital interaction by virtual math teams presented in (Stahl,  2009) adopt an ethnomethodological interest in how interaction is actual"
11726,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2009,"iscourse  The studies of digital interaction by virtual math teams presented in (Stahl,  2009) adopt an ethnomethodological interest in how interaction is actua"
11727,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"scourse  The studies of digital interaction by virtual math teams presented in (Stahl,  2009) adopt an ethnomethodological interest in how interaction is actual"
11727,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2011,"sume that the “member  methods” (Garfinkel & Sacks, 1970) or “group practices” (Stahl, 2011b) of  computer-mediated interaction developed by small groups of stu"
11727,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"iscourse  The studies of digital interaction by virtual math teams presented in (Stahl,  2009) adopt an ethnomethodological interest in how interaction is actua"
11727,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2011,"ssume that the “member  methods” (Garfinkel & Sacks, 1970) or “group practices” (Stahl, 2011b) of  computer-mediated interaction developed by small groups of st"
11734,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,19,Collaborative Mathematical Meaning-Making,2013,2011,"d its interaction and focused its common  vision into a “being-there-together” (Stahl et al., 2011) with the object that they  have constituted as a hexagonal a"
11734,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,19,Collaborative Mathematical Meaning-Making,2013,2011,"ed its interaction and focused its common  vision into a “being-there-together” (Stahl et al., 2011) with the object that they  have constituted as a hexagonal"
11741,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"uence of group-cognitive accomplishments (for a detailed  analysis, see Çakir & Stahl, 2013).   Translating Euclid         161  Co-presence in Computer-Supporte"
11741,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"quence of group-cognitive accomplishments (for a detailed  analysis, see Çakir & Stahl, 2013).   Translating Euclid         161  Co-presence in Computer-Support"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2011,"onment have:  Translating Euclid         162  •  Co-experienced a shared world (Stahl et al., 2011) by developing shared  group practices (Medina, Suthers & Vat"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2011,", 2011) by developing shared  group practices (Medina, Suthers & Vatrapu, 2009; Stahl, 2011b).  •  Used the posing of questions to elicit details needed to esta"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2008,"s needed to establish and  confirm the sharing of understandings (Zhou, Zemel & Stahl, 2008).   •  Built a “joint problem space” (Teasley & Roschelle, 1993)—i.e"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2008,"al ground” (Hanks, 1992)—that is shared and supports co- attending (Sarmiento & Stahl, 2008).  •  Developed group methods for bridging across temporal breaks in"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2011,"ronment have:  Translating Euclid         162  •  Co-experienced a shared world (Stahl et al., 2011) by developing shared  group practices (Medina, Suthers & Va"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2011,"., 2011) by developing shared  group practices (Medina, Suthers & Vatrapu, 2009; Stahl, 2011b).  •  Used the posing of questions to elicit details needed to est"
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2008,"ls needed to establish and  confirm the sharing of understandings (Zhou, Zemel & Stahl, 2008).   •  Built a “joint problem space” (Teasley & Roschelle, 1993)—i."
11744,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,4,Virtual Math Teams Project and Online Collaboration,2013,2008,"cal ground” (Hanks, 1992)—that is shared and supports co- attending (Sarmiento & Stahl, 2008).  •  Developed group methods for bridging across temporal breaks i"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2008,"al ground” (Hanks, 1992)—that is shared and supports co- attending (Sarmiento & Stahl, 2008).  •  Developed group methods for bridging across temporal breaks in"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2007,"reestablish a group memory or shared understanding of past  events (Sarmiento & Stahl, 2007).  •  Repaired their shared understanding in the face of breakdowns"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"oard actions to communicate  complex mathematical relationships (Çakir, Zemel & Stahl, 2009).   •  Solved math problems by proceeding through logical sequences"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2011,"ath problems by proceeding through logical sequences of steps  collaboratively (Stahl, 2011a).  The analysis of the excerpt of interaction presented above and t"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2008,"cal ground” (Hanks, 1992)—that is shared and supports co- attending (Sarmiento & Stahl, 2008).  •  Developed group methods for bridging across temporal breaks i"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2007,"reestablish a group memory or shared understanding of past  events (Sarmiento & Stahl, 2007).  •  Repaired their shared understanding in the face of breakdowns"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"board actions to communicate  complex mathematical relationships (Çakir, Zemel & Stahl, 2009).   •  Solved math problems by proceeding through logical sequences"
11745,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2011,"math problems by proceeding through logical sequences of steps  collaboratively (Stahl, 2011a).  The analysis of the excerpt of interaction presented above and"
11750,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"ge  building from 1995-2005, the construct of group cognition was proposed in  (Stahl, 2006) to begin to define the relevant focus on group-level cognitive  Tra"
11750,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2009,"lating Euclid         164  achievements. Analyses of studies from 2006-2009 in (Stahl, 2009) continued  to explore the practicalities of supporting group-level"
11750,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"dge  building from 1995-2005, the construct of group cognition was proposed in  (Stahl, 2006) to begin to define the relevant focus on group-level cognitive  Tr"
11750,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2009,"slating Euclid         164  achievements. Analyses of studies from 2006-2009 in (Stahl, 2009) continued  to explore the practicalities of supporting group-level"
11751,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2010,"studying digital interaction should look at the small-group unit of analysis  (Stahl, 2010a). Too often, collaborative learning researchers reduce group-level"
11751,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"individual psychological constructs or to societal  institutions and practices (Stahl, 2013). But, as we have seen in the preceding  excerpt, there are group me"
11751,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2010,"studying digital interaction should look at the small-group unit of analysis  (Stahl, 2010a). Too often, collaborative learning researchers reduce group-level"
11751,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"individual psychological constructs or to societal  institutions and practices (Stahl, 2013). But, as we have seen in the preceding  excerpt, there are group m"
11756,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2006,"ons  becomes subsequently problematic (Dillenbourg et al., 1996; Rogoff, 1995;  Stahl, 2006).  While these different units, levels, dimensions or planes are int"
11756,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2006,"ions  becomes subsequently problematic (Dillenbourg et al., 1996; Rogoff, 1995;  Stahl, 2006).  While these different units, levels, dimensions or planes are in"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2006,"becomes subsequently problematic (Dillenbourg et al., 1996; Rogoff, 1995;  Stahl, 2006).  While these different units, levels, dimensions or planes are int"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2013,"nly one of them, and current  analytic methodologies are designed for only one (Stahl, 2013; Suthers et al.,  2013). Furthermore, there is little theoretical un"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2012,"166  would find data that would lend itself to conducting such analyses (Stahl et al.,  2012).  The individual unit of analysis is the traditional defaul"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2006,"becomes subsequently problematic (Dillenbourg et al., 1996; Rogoff, 1995;  Stahl, 2006).  While these different units, levels, dimensions or planes are in"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2013,"only one of them, and current  analytic methodologies are designed for only one (Stahl, 2013; Suthers et al.,  2013). Furthermore, there is little theoretical u"
11757,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2012,"166  would find data that would lend itself to conducting such analyses (Stahl et al.,  2012).  The individual unit of analysis is the traditional defau"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2012,"166  would find data that would lend itself to conducting such analyses (Stahl et al.,  2012).  The individual unit of analysis is the traditional defaul"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"ties-of-practice.  Group cognition lies in the less-well-charted middle ground (Stahl, 2006). It  involves the semantics, syntactics and pragmatics of natural l"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"nputs from  individuals, based on their interpretation of the on-going context (Stahl, 2006,  esp. Ch. 16). They also take into account the larger social, histo"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2012,"166  would find data that would lend itself to conducting such analyses (Stahl et al.,  2012).  The individual unit of analysis is the traditional defau"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"ities-of-practice.  Group cognition lies in the less-well-charted middle ground (Stahl, 2006). It  involves the semantics, syntactics and pragmatics of natural"
11758,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"inputs from  individuals, based on their interpretation of the on-going context (Stahl, 2006,  esp. Ch. 16). They also take into account the larger social, hist"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"individuals, based on their interpretation of the on-going context (Stahl, 2006,  esp. Ch. 16). They also take into account the larger social, histo"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"historical, cultural,  linguistic context, which they can reproduce and modify (Stahl, 2013).   This chapter will argue that the connections between the individ"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2008,"g as  the ability to engage in significant mathematical discourse (Sfard, 2008; Stahl,  2008b). Here, “discourse” includes gesture, inscription, drawing, comput"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"le modes are  often closely interwoven in effective interaction in VMT (Çakir & Stahl, 2013;  Çakir, Zemel & Stahl, 2009).  The connections between the  individ"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"nterwoven in effective interaction in VMT (Çakir & Stahl, 2013;  Çakir, Zemel & Stahl, 2009).  The connections between the  individual, group and community  pla"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"individuals, based on their interpretation of the on-going context (Stahl, 2006,  esp. Ch. 16). They also take into account the larger social, hist"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"historical, cultural,  linguistic context, which they can reproduce and modify (Stahl, 2013).   This chapter will argue that the connections between the indivi"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2008,"ng as  the ability to engage in significant mathematical discourse (Sfard, 2008; Stahl,  2008b). Here, “discourse” includes gesture, inscription, drawing, compu"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"ple modes are  often closely interwoven in effective interaction in VMT (Çakir & Stahl, 2013;  Çakir, Zemel & Stahl, 2009).  The connections between the  indivi"
11759,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"interwoven in effective interaction in VMT (Çakir & Stahl, 2013;  Çakir, Zemel & Stahl, 2009).  The connections between the  individual, group and community  pl"
11760,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2009,"Çakir, Zemel & Stahl, 2009).  The connections between the  individual, group and community  pla"
11766,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2004,"of words and the use of member methods as  conversational resources (Koschmann, Stahl & Zemel, 2004). In distributed  cognition, Hutchins (1996) analyzed the en"
11766,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2004,"of words and the use of member methods as  conversational resources (Koschmann, Stahl & Zemel, 2004). In distributed  cognition, Hutchins (1996) analyzed the e"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2002,"es, mediation by artifacts and interaction analysis— were further described in (Stahl, 2002). Work on the theory illustrated there led  to a need for new case s"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2000,"Figure 8-4: A diagram of factors involved in knowledge building. Adapted from (Stahl,  2000).  In recent years, the VMT Project has conducted case studies of s"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2007,"plane. For instance,  studies either code utterances of individuals (Strijbos & Stahl, 2007) and  reduce interaction to contributions of individuals or else the"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2002,"ves, mediation by artifacts and interaction analysis— were further described in (Stahl, 2002). Work on the theory illustrated there led  to a need for new case"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2000,"Figure 8-4: A diagram of factors involved in knowledge building. Adapted from (Stahl,  2000).  In recent years, the VMT Project has conducted case studies of"
11771,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2007,"plane. For instance,  studies either code utterances of individuals (Strijbos & Stahl, 2007) and  reduce interaction to contributions of individuals or else th"
11772,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2007,"studies either code utterances of individuals (Strijbos & Stahl, 2007) and  reduce interaction to contributions of individuals or else the"
11772,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2007,"studies either code utterances of individuals (Strijbos & Stahl, 2007) and  reduce interaction to contributions of individuals or else th"
11773,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"el, temporarily taken on its own.5  Based on the studies of virtual math teams (Stahl, 2009), the connections of  resources from the small-group plane to the in"
11773,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"ces of interactional resources and the connections they  mediate. Adapted from (Stahl, 2013).  Figure 8-4 and Figure 8-5 are not meant to reify different levels"
11773,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2009,"vel, temporarily taken on its own.5  Based on the studies of virtual math teams (Stahl, 2009), the connections of  resources from the small-group plane to the i"
11773,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2013,"rces of interactional resources and the connections they  mediate. Adapted from (Stahl, 2013).  Figure 8-4 and Figure 8-5 are not meant to reify different level"
11774,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"mediate. Adapted from (Stahl, 2013).  Figure 8-4 and Figure 8-5 are not meant to reify different levels"
11774,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"scientific approaches have accordingly focused on different units of analysis  (Stahl, 2013): cognitive science on the individual; ethnomethodology on the small"
11774,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"mediate. Adapted from (Stahl, 2013).  Figure 8-4 and Figure 8-5 are not meant to reify different level"
11774,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2013,"scientific approaches have accordingly focused on different units of analysis  (Stahl, 2013): cognitive science on the individual; ethnomethodology on the smal"
11779,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"dual learning and  externalized in their communities as certifiable knowledge” (Stahl, 2006, p.  16).  Translating Euclid         175  The Collaborative Emergen"
11779,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,11,Group Cognition in Collaborative Learning,2013,2006,"idual learning and  externalized in their communities as certifiable knowledge” (Stahl, 2006, p.  16).  Translating Euclid         175  The Collaborative Emerge"
11797,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2004,"ttempt within CSCL to analyze the role of  artifacts and resources appeared in (Stahl, 2004). The  analysis was grounded in a half-minute interaction among  fou"
11797,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,1,Group Processes and Collaborative Knowledge Building,2013,2004,"attempt within CSCL to analyze the role of  artifacts and resources appeared in (Stahl, 2004). The  analysis was grounded in a half-minute interaction among  fo"
11798,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"practice was a sophisticated understanding of the  organization of the table (Stahl, 2006, Ch. 12 & 13). This  locally achieved understanding was congruent to"
11798,5,8,Translating Euclid: Designing a Human-Centered Mat,Chapter 8.  Theory: Resources for Geometry,7,Group Discourse in Mathematics Problem-Solving,2013,2006,"t  practice was a sophisticated understanding of the  organization of the table (Stahl, 2006, Ch. 12 & 13). This  locally achieved understanding was congruent t"
