vector_id,book_number,chapter_number,book_title,chapter_title,chunk_index,chunk_page,pub_year,cluster_id,cluster_label
5027,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,48,16,2002,1,Group Processes and Collaborative Knowledge Building
5028,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,49,16,2002,11,Group Cognition in Collaborative Learning
5029,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,50,16,2002,0,Heidegger's Philosophy of Understanding and Being
5030,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,51,16,2002,11,Group Cognition in Collaborative Learning
5031,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,52,17,2002,19,Collaborative Mathematical Meaning-Making
5032,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,53,17,2002,0,Heidegger's Philosophy of Understanding and Being
5033,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,54,17,2002,11,Group Cognition in Collaborative Learning
5034,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,55,18,2002,3,Threading and Response Structure in Chat
5035,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,56,18,2002,11,Group Cognition in Collaborative Learning
5036,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,57,18,2002,1,Group Processes and Collaborative Knowledge Building
5037,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,58,19,2002,1,Group Processes and Collaborative Knowledge Building
5038,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,59,19,2002,1,Group Processes and Collaborative Knowledge Building
5039,3,14,Group Cognition: Computer Support for Building Collaborative Knowledge,Contributions to a Theory of Collaboration,60,19,2002,5,Perspectives and Knowledge Construction Systems
5108,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,0,1,2002,3,Threading and Response Structure in Chat
5109,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,1,1,2002,3,Threading and Response Structure in Chat
5110,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,2,1,2002,3,Threading and Response Structure in Chat
5111,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,3,2,2002,3,Threading and Response Structure in Chat
5112,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,4,2,2002,11,Group Cognition in Collaborative Learning
5113,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,5,2,2002,3,Threading and Response Structure in Chat
5114,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,6,3,2002,3,Threading and Response Structure in Chat
5115,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,7,3,2002,3,Threading and Response Structure in Chat
5116,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,8,3,2002,3,Threading and Response Structure in Chat
5117,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,9,4,2002,3,Threading and Response Structure in Chat
5118,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,10,4,2002,11,Group Cognition in Collaborative Learning
5119,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,11,4,2002,11,Group Cognition in Collaborative Learning
5120,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,12,5,2002,3,Threading and Response Structure in Chat
5121,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,13,5,2002,3,Threading and Response Structure in Chat
5122,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,14,5,2002,7,Group Discourse in Mathematics Problem-Solving
5123,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,15,6,2002,19,Collaborative Mathematical Meaning-Making
5124,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,16,6,2002,19,Collaborative Mathematical Meaning-Making
5125,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,17,7,2002,19,Collaborative Mathematical Meaning-Making
5126,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,18,7,2002,3,Threading and Response Structure in Chat
5127,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,19,7,2002,3,Threading and Response Structure in Chat
5128,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,20,8,2002,3,Threading and Response Structure in Chat
5129,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,21,8,2002,19,Collaborative Mathematical Meaning-Making
5130,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,22,8,2002,19,Collaborative Mathematical Meaning-Making
5131,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,23,9,2002,19,Collaborative Mathematical Meaning-Making
5132,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,24,9,2002,19,Collaborative Mathematical Meaning-Making
5133,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,25,9,2002,19,Collaborative Mathematical Meaning-Making
5134,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,26,10,2002,19,Collaborative Mathematical Meaning-Making
5135,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,27,10,2002,3,Threading and Response Structure in Chat
5136,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,28,11,2002,19,Collaborative Mathematical Meaning-Making
5137,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,29,11,2002,19,Collaborative Mathematical Meaning-Making
5138,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,30,11,2002,19,Collaborative Mathematical Meaning-Making
5139,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,31,12,2002,19,Collaborative Mathematical Meaning-Making
5140,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,32,12,2002,19,Collaborative Mathematical Meaning-Making
5141,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,33,12,2002,19,Collaborative Mathematical Meaning-Making
5142,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,34,13,2002,19,Collaborative Mathematical Meaning-Making
5143,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,35,13,2002,19,Collaborative Mathematical Meaning-Making
5144,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,36,13,2002,19,Collaborative Mathematical Meaning-Making
5145,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,37,14,2002,19,Collaborative Mathematical Meaning-Making
5146,3,15,Group Cognition: Computer Support for Building Collaborative Knowledge,In a Moment of Collaboration,38,14,2002,19,Collaborative Mathematical Meaning-Making
5197,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,0,1,2004,7,Group Discourse in Mathematics Problem-Solving
5198,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,1,1,2004,11,Group Cognition in Collaborative Learning
5199,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,2,1,2004,5,Perspectives and Knowledge Construction Systems
5200,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,3,1,2004,19,Collaborative Mathematical Meaning-Making
5201,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,4,2,2004,19,Collaborative Mathematical Meaning-Making
5202,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,5,2,2004,5,Perspectives and Knowledge Construction Systems
5203,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,6,3,2004,10,Representing Tacit Knowledge in Design Systems
5204,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,7,3,2004,10,Representing Tacit Knowledge in Design Systems
5205,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,8,3,2004,10,Representing Tacit Knowledge in Design Systems
5206,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,9,3,2004,0,Heidegger's Philosophy of Understanding and Being
5207,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,10,4,2004,0,Heidegger's Philosophy of Understanding and Being
5208,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,11,4,2004,0,Heidegger's Philosophy of Understanding and Being
5209,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,12,5,2004,11,Group Cognition in Collaborative Learning
5210,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,13,5,2004,0,Heidegger's Philosophy of Understanding and Being
5211,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,14,5,2004,11,Group Cognition in Collaborative Learning
5212,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,15,6,2004,0,Heidegger's Philosophy of Understanding and Being
5213,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,16,6,2004,11,Group Cognition in Collaborative Learning
5214,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,17,6,2004,11,Group Cognition in Collaborative Learning
5215,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,18,7,2004,19,Collaborative Mathematical Meaning-Making
5216,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,19,7,2004,19,Collaborative Mathematical Meaning-Making
5217,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,20,7,2004,14,HERMES Language Design and Features
5218,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,21,8,2004,19,Collaborative Mathematical Meaning-Making
5219,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,22,8,2004,19,Collaborative Mathematical Meaning-Making
5220,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,23,8,2004,3,Threading and Response Structure in Chat
5221,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,24,8,2004,11,Group Cognition in Collaborative Learning
5222,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,25,9,2004,19,Collaborative Mathematical Meaning-Making
5223,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,26,9,2004,19,Collaborative Mathematical Meaning-Making
5224,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,27,10,2004,19,Collaborative Mathematical Meaning-Making
5225,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,28,10,2004,19,Collaborative Mathematical Meaning-Making
5226,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,29,10,2004,19,Collaborative Mathematical Meaning-Making
5227,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,30,11,2004,19,Collaborative Mathematical Meaning-Making
5228,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,31,11,2004,19,Collaborative Mathematical Meaning-Making
5229,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,32,11,2004,19,Collaborative Mathematical Meaning-Making
5230,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,33,12,2004,19,Collaborative Mathematical Meaning-Making
5231,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,34,12,2004,11,Group Cognition in Collaborative Learning
5232,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,35,12,2004,19,Collaborative Mathematical Meaning-Making
5233,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,36,13,2004,19,Collaborative Mathematical Meaning-Making
5234,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,37,13,2004,19,Collaborative Mathematical Meaning-Making
5235,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,38,13,2004,0,Heidegger's Philosophy of Understanding and Being
5236,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,39,14,2004,19,Collaborative Mathematical Meaning-Making
5237,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,40,14,2004,3,Threading and Response Structure in Chat
5238,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,41,14,2004,11,Group Cognition in Collaborative Learning
5239,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,42,15,2004,11,Group Cognition in Collaborative Learning
5240,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,43,15,2004,11,Group Cognition in Collaborative Learning
5241,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,44,15,2004,11,Group Cognition in Collaborative Learning
5242,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,45,16,2004,11,Group Cognition in Collaborative Learning
5243,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,46,16,2004,11,Group Cognition in Collaborative Learning
5244,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,47,16,2004,11,Group Cognition in Collaborative Learning
5245,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,48,17,2004,19,Collaborative Mathematical Meaning-Making
5246,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,49,17,2004,3,Threading and Response Structure in Chat
5247,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,50,17,2004,11,Group Cognition in Collaborative Learning
5248,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,51,18,2004,11,Group Cognition in Collaborative Learning
5249,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,52,18,2004,11,Group Cognition in Collaborative Learning
5250,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,53,18,2004,11,Group Cognition in Collaborative Learning
5251,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,54,19,2004,11,Group Cognition in Collaborative Learning
5252,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,55,19,2004,11,Group Cognition in Collaborative Learning
5253,3,16,Group Cognition: Computer Support for Building Collaborative Knowledge,Collaborating with Relational References,56,19,2004,11,Group Cognition in Collaborative Learning
5314,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,0,1,2006,1,Group Processes and Collaborative Knowledge Building
5315,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,1,1,2006,11,Group Cognition in Collaborative Learning
5316,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,2,1,2006,11,Group Cognition in Collaborative Learning
5317,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,3,2,2006,17,Foundations and Evolution of CSCL
5318,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,4,2,2006,18,"Marx, Heidegger, and Historical Ontology"
5319,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,5,2,2006,0,Heidegger's Philosophy of Understanding and Being
5320,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,6,3,2006,0,Heidegger's Philosophy of Understanding and Being
5321,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,7,3,2006,11,Group Cognition in Collaborative Learning
5322,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,8,3,2006,11,Group Cognition in Collaborative Learning
5323,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,9,4,2006,0,Heidegger's Philosophy of Understanding and Being
5324,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,10,4,2006,0,Heidegger's Philosophy of Understanding and Being
5325,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,11,5,2006,1,Group Processes and Collaborative Knowledge Building
5326,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,12,5,2006,11,Group Cognition in Collaborative Learning
5327,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,13,5,2006,11,Group Cognition in Collaborative Learning
5328,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,14,6,2006,11,Group Cognition in Collaborative Learning
5329,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,15,6,2006,11,Group Cognition in Collaborative Learning
5330,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,16,6,2006,11,Group Cognition in Collaborative Learning
5331,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,17,7,2006,11,Group Cognition in Collaborative Learning
5332,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,18,7,2006,11,Group Cognition in Collaborative Learning
5333,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,19,7,2006,11,Group Cognition in Collaborative Learning
5334,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,20,8,2006,7,Group Discourse in Mathematics Problem-Solving
5335,3,17,Group Cognition: Computer Support for Building Collaborative Knowledge,Introduction to Part III: Studies of Collaboration Theory,21,8,2006,1,Group Processes and Collaborative Knowledge Building
5365,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,0,1,2004,4,Virtual Math Teams Project and Online Collaboration
5366,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,1,1,2004,1,Group Processes and Collaborative Knowledge Building
5367,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,2,1,2004,11,Group Cognition in Collaborative Learning
5368,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,3,1,2004,11,Group Cognition in Collaborative Learning
5369,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,4,2,2004,3,Threading and Response Structure in Chat
5370,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,5,2,2004,11,Group Cognition in Collaborative Learning
5371,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,6,2,2004,1,Group Processes and Collaborative Knowledge Building
5372,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,7,3,2004,1,Group Processes and Collaborative Knowledge Building
5373,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,8,3,2004,11,Group Cognition in Collaborative Learning
5374,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,9,3,2004,11,Group Cognition in Collaborative Learning
5375,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,10,4,2004,0,Heidegger's Philosophy of Understanding and Being
5376,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,11,4,2004,11,Group Cognition in Collaborative Learning
5377,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,12,4,2004,11,Group Cognition in Collaborative Learning
5378,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,13,5,2004,11,Group Cognition in Collaborative Learning
5379,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,14,5,2004,1,Group Processes and Collaborative Knowledge Building
5380,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,15,5,2004,11,Group Cognition in Collaborative Learning
5381,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,16,6,2004,5,Perspectives and Knowledge Construction Systems
5382,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,17,6,2004,11,Group Cognition in Collaborative Learning
5383,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,18,6,2004,3,Threading and Response Structure in Chat
5384,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,19,7,2004,3,Threading and Response Structure in Chat
5385,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,20,7,2004,11,Group Cognition in Collaborative Learning
5386,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,21,7,2004,11,Group Cognition in Collaborative Learning
5387,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,22,8,2004,11,Group Cognition in Collaborative Learning
5388,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,23,8,2004,3,Threading and Response Structure in Chat
5389,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,24,8,2004,11,Group Cognition in Collaborative Learning
5390,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,25,9,2004,11,Group Cognition in Collaborative Learning
5391,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,26,9,2004,3,Threading and Response Structure in Chat
5392,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,27,9,2004,3,Threading and Response Structure in Chat
5393,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,28,9,2004,3,Threading and Response Structure in Chat
5394,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,29,10,2004,11,Group Cognition in Collaborative Learning
5395,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,30,10,2004,11,Group Cognition in Collaborative Learning
5396,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,31,10,2004,5,Perspectives and Knowledge Construction Systems
5397,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,32,11,2004,11,Group Cognition in Collaborative Learning
5398,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,33,11,2004,1,Group Processes and Collaborative Knowledge Building
5399,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,34,11,2004,11,Group Cognition in Collaborative Learning
5400,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,35,12,2004,5,Perspectives and Knowledge Construction Systems
5401,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,36,12,2004,11,Group Cognition in Collaborative Learning
5402,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,37,12,2004,5,Perspectives and Knowledge Construction Systems
5403,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,38,13,2004,5,Perspectives and Knowledge Construction Systems
5404,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,39,13,2004,11,Group Cognition in Collaborative Learning
5405,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,40,13,2004,5,Perspectives and Knowledge Construction Systems
5406,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,41,14,2004,5,Perspectives and Knowledge Construction Systems
5407,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,42,14,2004,11,Group Cognition in Collaborative Learning
5408,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,43,14,2004,3,Threading and Response Structure in Chat
5409,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,44,15,2004,11,Group Cognition in Collaborative Learning
5410,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,45,15,2004,11,Group Cognition in Collaborative Learning
5411,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,46,15,2004,11,Group Cognition in Collaborative Learning
5412,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,47,16,2004,11,Group Cognition in Collaborative Learning
5413,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,48,16,2004,11,Group Cognition in Collaborative Learning
5414,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,49,16,2004,5,Perspectives and Knowledge Construction Systems
5415,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,50,17,2004,5,Perspectives and Knowledge Construction Systems
5416,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,51,17,2004,5,Perspectives and Knowledge Construction Systems
5417,3,18,Group Cognition: Computer Support for Building Collaborative Knowledge,Communicating with Technology,52,17,2004,5,Perspectives and Knowledge Construction Systems
5464,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,0,1,2004,11,Group Cognition in Collaborative Learning
5465,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,1,1,2004,11,Group Cognition in Collaborative Learning
5466,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,2,1,2004,1,Group Processes and Collaborative Knowledge Building
5467,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,3,1,2004,1,Group Processes and Collaborative Knowledge Building
5468,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,4,2,2004,11,Group Cognition in Collaborative Learning
5469,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,5,2,2004,11,Group Cognition in Collaborative Learning
5470,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,6,2,2004,11,Group Cognition in Collaborative Learning
5471,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,7,3,2004,1,Group Processes and Collaborative Knowledge Building
5472,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,8,3,2004,11,Group Cognition in Collaborative Learning
5473,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,9,3,2004,11,Group Cognition in Collaborative Learning
5474,3,19,Group Cognition: Computer Support for Building Collaborative Knowledge,Building Collaborative Knowing,10,4,2004,6,Joint Problem Space and Collaborative Knowledge Construction
